ForecastId,Province_State,Country_Region,Date,day_from_jan_first,Lat,Long,Country/Province,firstcase,density,medianage,urbanpop,hospibed,sexratio,lung,fertility,avgtemp,avghumidity,month,day,days_from_firstcase
3583,Tibet,China,4/8/2020,99,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,8,89
3584,Tibet,China,4/9/2020,100,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,9,90
3585,Tibet,China,4/10/2020,101,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,10,91
3586,Tibet,China,4/11/2020,102,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,11,92
3587,Tibet,China,4/12/2020,103,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,12,93
3588,Tibet,China,4/13/2020,104,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,13,94
3589,Tibet,China,4/14/2020,105,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,14,95
3590,Tibet,China,4/15/2020,106,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,15,96
3591,Tibet,China,4/16/2020,107,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,16,97
3592,Tibet,China,4/17/2020,108,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,17,98
3593,Tibet,China,4/18/2020,109,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,18,99
3594,Tibet,China,4/19/2020,110,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,19,100
3595,Tibet,China,4/20/2020,111,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,20,101
3596,Tibet,China,4/21/2020,112,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,21,102
3597,Tibet,China,4/22/2020,113,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,22,103
3598,Tibet,China,4/23/2020,114,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,23,104
3599,Tibet,China,4/24/2020,115,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,24,105
3600,Tibet,China,4/25/2020,116,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,25,106
3601,Tibet,China,4/26/2020,117,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,26,107
3602,Tibet,China,4/27/2020,118,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,27,108
3603,Tibet,China,4/28/2020,119,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,28,109
3604,Tibet,China,4/29/2020,120,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,29,110
3605,Tibet,China,4/30/2020,121,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,30,111
3606,Tibet,China,5/1/2020,122,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,1,112
3607,Tibet,China,5/2/2020,123,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,2,113
3608,Tibet,China,5/3/2020,124,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,3,114
3609,Tibet,China,5/4/2020,125,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,4,115
3610,Tibet,China,5/5/2020,126,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,5,116
3611,Tibet,China,5/6/2020,127,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,6,117
3612,Tibet,China,5/7/2020,128,31.6927,88.0924,China/Tibet,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,7,118
3613,Xinjiang,China,3/26/2020,86,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,26,76
3614,Xinjiang,China,3/27/2020,87,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,27,77
3615,Xinjiang,China,3/28/2020,88,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,28,78
3616,Xinjiang,China,3/29/2020,89,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,29,79
3617,Xinjiang,China,3/30/2020,90,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,30,80
3618,Xinjiang,China,3/31/2020,91,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,31,81
3619,Xinjiang,China,4/1/2020,92,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,1,82
3620,Xinjiang,China,4/2/2020,93,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,2,83
3621,Xinjiang,China,4/3/2020,94,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,3,84
3622,Xinjiang,China,4/4/2020,95,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,4,85
3623,Xinjiang,China,4/5/2020,96,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,5,86
3624,Xinjiang,China,4/6/2020,97,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,6,87
3625,Xinjiang,China,4/7/2020,98,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,7,88
3626,Xinjiang,China,4/8/2020,99,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,8,89
3627,Xinjiang,China,4/9/2020,100,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,9,90
3628,Xinjiang,China,4/10/2020,101,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,10,91
3629,Xinjiang,China,4/11/2020,102,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,11,92
3630,Xinjiang,China,4/12/2020,103,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,12,93
3631,Xinjiang,China,4/13/2020,104,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,13,94
3632,Xinjiang,China,4/14/2020,105,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,14,95
3633,Xinjiang,China,4/15/2020,106,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,15,96
3634,Xinjiang,China,4/16/2020,107,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,16,97
3635,Xinjiang,China,4/17/2020,108,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,17,98
3636,Xinjiang,China,4/18/2020,109,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,18,99
3637,Xinjiang,China,4/19/2020,110,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,19,100
3638,Xinjiang,China,4/20/2020,111,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,20,101
3639,Xinjiang,China,4/21/2020,112,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,21,102
3640,Xinjiang,China,4/22/2020,113,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,22,103
3641,Xinjiang,China,4/23/2020,114,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,23,104
3642,Xinjiang,China,4/24/2020,115,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,24,105
3643,Xinjiang,China,4/25/2020,116,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,25,106
3644,Xinjiang,China,4/26/2020,117,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,26,107
3645,Xinjiang,China,4/27/2020,118,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,27,108
3646,Xinjiang,China,4/28/2020,119,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,28,109
3647,Xinjiang,China,4/29/2020,120,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,29,110
3648,Xinjiang,China,4/30/2020,121,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,30,111
3649,Xinjiang,China,5/1/2020,122,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,1,112
3650,Xinjiang,China,5/2/2020,123,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,2,113
3651,Xinjiang,China,5/3/2020,124,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,3,114
3652,Xinjiang,China,5/4/2020,125,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,4,115
3653,Xinjiang,China,5/5/2020,126,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,5,116
3654,Xinjiang,China,5/6/2020,127,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,6,117
3655,Xinjiang,China,5/7/2020,128,41.1129,85.2401,China/Xinjiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,7,118
3656,Yunnan,China,3/26/2020,86,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,26,76
3657,Yunnan,China,3/27/2020,87,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,27,77
3658,Yunnan,China,3/28/2020,88,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,28,78
3659,Yunnan,China,3/29/2020,89,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,29,79
3660,Yunnan,China,3/30/2020,90,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,30,80
3661,Yunnan,China,3/31/2020,91,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,31,81
3662,Yunnan,China,4/1/2020,92,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,1,82
3663,Yunnan,China,4/2/2020,93,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,2,83
3664,Yunnan,China,4/3/2020,94,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,3,84
3665,Yunnan,China,4/4/2020,95,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,4,85
3666,Yunnan,China,4/5/2020,96,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,5,86
3667,Yunnan,China,4/6/2020,97,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,6,87
3668,Yunnan,China,4/7/2020,98,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,7,88
3669,Yunnan,China,4/8/2020,99,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,8,89
3670,Yunnan,China,4/9/2020,100,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,9,90
3671,Yunnan,China,4/10/2020,101,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,10,91
3672,Yunnan,China,4/11/2020,102,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,11,92
3673,Yunnan,China,4/12/2020,103,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,12,93
3674,Yunnan,China,4/13/2020,104,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,13,94
3675,Yunnan,China,4/14/2020,105,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,14,95
3676,Yunnan,China,4/15/2020,106,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,15,96
3677,Yunnan,China,4/16/2020,107,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,16,97
3678,Yunnan,China,4/17/2020,108,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,17,98
3679,Yunnan,China,4/18/2020,109,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,18,99
3680,Yunnan,China,4/19/2020,110,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,19,100
3681,Yunnan,China,4/20/2020,111,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,20,101
3682,Yunnan,China,4/21/2020,112,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,21,102
3683,Yunnan,China,4/22/2020,113,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,22,103
3684,Yunnan,China,4/23/2020,114,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,23,104
3685,Yunnan,China,4/24/2020,115,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,24,105
3686,Yunnan,China,4/25/2020,116,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,25,106
3687,Yunnan,China,4/26/2020,117,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,26,107
3688,Yunnan,China,4/27/2020,118,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,27,108
3689,Yunnan,China,4/28/2020,119,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,28,109
3690,Yunnan,China,4/29/2020,120,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,29,110
3691,Yunnan,China,4/30/2020,121,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,30,111
3692,Yunnan,China,5/1/2020,122,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,1,112
3693,Yunnan,China,5/2/2020,123,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,2,113
3694,Yunnan,China,5/3/2020,124,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,3,114
3695,Yunnan,China,5/4/2020,125,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,4,115
3696,Yunnan,China,5/5/2020,126,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,5,116
3697,Yunnan,China,5/6/2020,127,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,6,117
3698,Yunnan,China,5/7/2020,128,24.974,101.487,China/Yunnan,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,7,118
3699,Zhejiang,China,3/26/2020,86,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,26,76
3700,Zhejiang,China,3/27/2020,87,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,27,77
3701,Zhejiang,China,3/28/2020,88,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,28,78
3702,Zhejiang,China,3/29/2020,89,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,29,79
3703,Zhejiang,China,3/30/2020,90,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,30,80
3704,Zhejiang,China,3/31/2020,91,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,3,31,81
3705,Zhejiang,China,4/1/2020,92,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,1,82
3706,Zhejiang,China,4/2/2020,93,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,2,83
3707,Zhejiang,China,4/3/2020,94,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,3,84
3708,Zhejiang,China,4/4/2020,95,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,4,85
3709,Zhejiang,China,4/5/2020,96,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,5,86
3710,Zhejiang,China,4/6/2020,97,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,6,87
3711,Zhejiang,China,4/7/2020,98,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,7,88
3712,Zhejiang,China,4/8/2020,99,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,8,89
3713,Zhejiang,China,4/9/2020,100,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,9,90
3714,Zhejiang,China,4/10/2020,101,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,10,91
3715,Zhejiang,China,4/11/2020,102,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,11,92
3716,Zhejiang,China,4/12/2020,103,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,12,93
3717,Zhejiang,China,4/13/2020,104,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,13,94
3718,Zhejiang,China,4/14/2020,105,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,14,95
3719,Zhejiang,China,4/15/2020,106,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,15,96
3720,Zhejiang,China,4/16/2020,107,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,16,97
3721,Zhejiang,China,4/17/2020,108,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,17,98
3722,Zhejiang,China,4/18/2020,109,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,18,99
3723,Zhejiang,China,4/19/2020,110,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,19,100
3724,Zhejiang,China,4/20/2020,111,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,20,101
3725,Zhejiang,China,4/21/2020,112,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,21,102
3726,Zhejiang,China,4/22/2020,113,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,22,103
3727,Zhejiang,China,4/23/2020,114,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,23,104
3728,Zhejiang,China,4/24/2020,115,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,24,105
3729,Zhejiang,China,4/25/2020,116,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,25,106
3730,Zhejiang,China,4/26/2020,117,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,26,107
3731,Zhejiang,China,4/27/2020,118,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,27,108
3732,Zhejiang,China,4/28/2020,119,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,28,109
3733,Zhejiang,China,4/29/2020,120,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,29,110
3734,Zhejiang,China,4/30/2020,121,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,4,30,111
3735,Zhejiang,China,5/1/2020,122,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,1,112
3736,Zhejiang,China,5/2/2020,123,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,2,113
3737,Zhejiang,China,5/3/2020,124,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,3,114
3738,Zhejiang,China,5/4/2020,125,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,4,115
3739,Zhejiang,China,5/5/2020,126,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,5,116
3740,Zhejiang,China,5/6/2020,127,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,6,117
3741,Zhejiang,China,5/7/2020,128,29.1832,120.0934,China/Zhejiang,1/10/2020,153,38,61,4.2,1.06,63.1,1.6,9.9,39.03333333,5,7,118
2839,Hong Kong,China,3/26/2020,86,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,26,64
2840,Hong Kong,China,3/27/2020,87,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,27,65
2841,Hong Kong,China,3/28/2020,88,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,28,66
2842,Hong Kong,China,3/29/2020,89,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,29,67
2843,Hong Kong,China,3/30/2020,90,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,30,68
2844,Hong Kong,China,3/31/2020,91,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,3,31,69
2845,Hong Kong,China,4/1/2020,92,22.3,114.2,China/Hong Kong,1/22/2020,7140,45,100,4.890900135,0.87,24.50554878,1.19,6.95,67.65383772,4,1,70
